datetime,Inv,MPPT,P,V,G,I,P-AC,Tamb,Tmod
2024-05-11 12:20:00,516,930,0.0,0.0,19.563,0.0,304.967,25.0,24.98
2024-05-11 12:25:00,516,930,0.0,0.0,17.405,0.0,323.867,25.0,25.12
2024-05-11 12:30:00,516,930,0.0,0.0,16.159,0.0,255.733,25.0,25.1
2024-05-11 12:35:00,516,930,0.0,0.0,15.892,0.0,217.433,25.0,25.02
2024-05-11 12:40:00,516,930,0.0,0.0,15.537,0.0,208.967,25.0,25.2
2024-05-11 12:45:00,516,930,0.0,0.0,16.013,0.0,201.933,25.0,25.18
2024-05-11 12:50:00,516,930,0.0,0.0,17.081,0.0,208.733,25.0,25.02
2024-05-11 12:55:00,516,930,0.0,0.0,18.656,0.0,144.6,25.0,24.96
2024-05-11 13:00:00,516,930,0.0,0.0,20.234,0.0,0.0,25.0,25.14
2024-05-11 13:05:00,516,930,0.0,0.0,21.222,0.0,0.0,25.083,25.34
2024-05-11 13:10:00,516,930,0.0,0.0,21.619,0.0,0.0,25.167,25.58
2024-05-11 13:15:00,516,930,0.0,0.0,22.039,0.0,0.0,25.25,25.98
2024-05-11 13:20:00,516,930,0.0,0.0,23.055,0.0,0.0,25.333,26.1
2024-05-11 13:25:00,516,930,0.0,0.0,23.765,0.0,0.0,25.417,26.0
2024-05-11 13:30:00,516,930,0.0,0.0,24.587,0.0,0.0,25.5,26.0
2024-05-11 13:35:00,516,930,0.0,0.0,25.477,0.0,0.0,25.583,25.92
2024-05-11 13:40:00,516,930,0.0,0.0,26.237,0.0,0.0,25.667,25.74
2024-05-11 13:45:00,516,930,0.0,0.0,26.688,0.0,0.0,25.75,25.7
2024-05-11 13:50:00,516,930,0.0,0.0,27.208,0.0,0.0,25.833,25.76
2024-05-11 13:55:00,516,930,0.0,0.0,28.018,0.0,0.0,25.917,25.76
2024-05-11 14:00:00,516,930,0.0,0.0,28.63,0.0,0.0,26.0,25.7
2024-05-11 14:05:00,516,930,0.0,0.0,29.555,0.0,494.017,26.0,25.68
2024-05-11 14:10:00,516,930,0.0,0.0,30.595,0.0,522.233,26.0,25.76
2024-05-11 14:15:00,516,930,0.0,0.0,32.04,0.0,547.617,26.0,25.78
2024-05-11 14:20:00,516,930,0.0,0.0,35.032,0.0,584.883,26.0,25.68
2024-05-11 14:25:00,516,930,0.0,0.0,39.443,0.0,664.667,26.0,25.54
2024-05-11 14:30:00,516,930,0.0,0.0,44.381,0.0,769.6,26.0,25.68
2024-05-11 14:35:00,516,930,0.0,0.0,48.795,0.0,884.433,26.0,25.9
2024-05-11 14:40:00,516,930,0.0,0.0,52.75,0.0,984.783,26.0,26.1
2024-05-11 14:45:00,516,930,0.0,0.0,57.932,0.0,1075.4,26.0,26.0
2024-05-11 14:50:00,516,930,0.0,0.0,65.475,0.0,1181.2,26.0,26.12
2024-05-11 14:55:00,516,930,0.0,0.0,74.327,0.0,1372.433,26.0,26.36
2024-05-11 15:00:00,516,930,0.0,0.0,85.062,0.0,1561.867,26.0,26.72
2024-05-11 15:05:00,516,930,0.0,0.0,96.125,0.0,1823.4,26.083,27.32
2024-05-11 15:10:00,516,930,0.0,0.0,101.444,0.0,2063.95,26.167,27.9
2024-05-11 15:15:00,516,930,0.0,0.0,102.513,0.0,2164.033,26.25,28.2
2024-05-11 15:20:00,516,930,0.0,0.0,104.841,0.0,2183.467,26.333,28.6
2024-05-11 15:25:00,516,930,0.0,0.0,103.352,0.0,2223.083,26.417,29.04
2024-05-11 15:30:00,516,930,0.0,0.0,100.766,0.0,2181.167,26.5,29.18
2024-05-11 15:35:00,516,930,0.0,0.0,99.25,0.0,2132.0,26.583,29.02
2024-05-11 15:40:00,516,930,0.0,0.0,98.397,0.0,2099.267,26.667,29.0
2024-05-11 15:45:00,516,930,0.0,0.0,97.086,0.0,2077.8,26.75,29.08
2024-05-11 15:50:00,516,930,,,96.325,,,26.833,29.1
2024-05-11 15:55:00,516,930,0.0,0.0,97.156,0.0,2043.0,26.917,29.18
2024-05-11 16:00:00,516,930,0.0,0.0,96.885,0.0,1968.0,27.0,29.24
2024-05-11 16:05:00,516,930,0.0,0.0,96.409,0.0,2037.717,27.0,29.4
2024-05-11 16:10:00,516,930,0.0,0.0,97.278,0.0,2009.983,27.0,29.6
2024-05-11 16:15:00,516,930,0.0,0.0,99.012,0.0,2030.783,27.0,29.74
2024-05-11 16:20:00,516,930,0.0,0.0,99.476,0.0,2043.283,27.0,29.9
2024-05-11 16:25:00,516,930,0.0,0.0,98.007,0.0,2057.65,27.0,29.84
2024-05-11 16:30:00,516,930,0.0,0.0,93.213,0.0,2018.917,27.0,29.7
2024-05-11 16:35:00,516,930,0.0,0.0,93.57,0.0,1916.067,27.0,29.66
2024-05-11 16:40:00,516,930,0.0,0.0,93.476,0.0,1946.4,27.0,29.76
2024-05-11 16:45:00,516,930,0.0,0.0,90.55,0.0,1910.65,27.0,29.86
2024-05-11 16:50:00,516,930,0.0,0.0,88.914,0.0,1872.467,27.0,29.9
2024-05-11 16:55:00,516,930,0.0,0.0,83.665,0.0,1844.633,27.0,29.86
2024-05-11 17:00:00,516,930,0.0,0.0,76.102,0.0,1726.8,27.0,29.88
2024-05-11 17:05:00,516,930,0.0,0.0,63.051,0.0,1553.367,27.0,29.72
2024-05-11 17:10:00,516,930,0.0,0.0,49.403,0.0,1245.2,27.0,29.4
2024-05-11 17:15:00,516,930,0.0,0.0,38.01,0.0,936.75,27.0,29.06
2024-05-11 17:20:00,516,930,0.0,0.0,28.63,0.0,687.2,27.0,28.68
2024-05-11 17:25:00,516,930,0.0,0.0,21.369,0.0,493.283,27.0,28.28
2024-05-11 17:30:00,516,930,0.0,0.0,15.697,0.0,354.933,27.0,28.02
2024-05-11 17:35:00,516,930,0.0,0.0,10.589,0.0,240.167,27.0,27.72
2024-05-11 17:40:00,516,930,0.0,0.0,6.891,0.0,137.733,27.0,27.48
2024-05-11 17:45:00,516,930,0.0,0.0,3.567,0.0,53.367,27.0,27.36
2024-05-11 17:50:00,516,930,0.0,0.0,1.489,0.0,2.033,27.0,27.22
2024-05-11 17:55:00,516,930,0.0,0.0,,0.0,0.0,27.0,26.9
2024-05-12 05:35:00,516,930,0.0,0.0,6.406,0.0,0.0,24.0,25.88
2024-05-12 05:40:00,516,930,0.0,0.0,12.772,0.0,8.584,24.0,26.0
2024-05-12 05:45:00,516,930,0.0,0.0,20.736,0.0,220.067,24.0,26.22
2024-05-12 05:50:00,516,930,0.0,0.0,28.4,0.0,416.017,24.0,26.56
2024-05-12 05:55:00,516,930,0.0,0.0,37.455,0.0,612.783,24.0,26.98
2024-05-12 06:00:00,516,930,0.0,0.0,47.247,0.0,841.633,24.0,27.5
2024-05-12 06:05:00,516,930,0.0,0.0,57.797,0.0,1108.8,24.083,28.075
2024-05-12 06:10:00,516,930,,,69.321,,,24.167,28.667
2024-05-12 06:15:00,516,930,0.0,0.0,78.677,0.0,1701.367,24.25,29.02
2024-05-12 06:20:00,516,930,0.0,0.0,92.408,0.0,1970.117,24.333,29.78
2024-05-12 06:25:00,516,930,0.0,0.0,102.667,0.0,2324.25,24.417,30.46
2024-05-12 06:30:00,516,930,0.0,0.0,104.904,0.0,2584.383,24.5,30.9
2024-05-12 06:35:00,516,930,0.0,0.0,106.291,0.0,2604.967,24.583,31.22
2024-05-12 06:40:00,516,930,0.0,0.0,112.927,0.0,2642.033,24.667,31.56
2024-05-12 06:45:00,516,930,0.0,0.0,116.713,0.0,2791.517,24.75,31.96
2024-05-12 06:50:00,516,930,0.0,0.0,119.852,0.0,2864.1,24.833,32.08
2024-05-12 06:55:00,516,930,0.0,0.0,121.965,0.0,2991.817,24.917,32.38
2024-05-12 07:00:00,516,930,0.0,0.0,126.791,0.0,3045.917,25.0,32.78
2024-05-12 07:05:00,516,930,0.0,0.0,136.627,0.0,3160.467,25.167,33.22
2024-05-12 07:10:00,516,930,0.0,0.0,153.104,0.0,3414.267,25.333,33.7
2024-05-12 07:15:00,516,930,0.0,0.0,171.344,0.0,3777.55,25.5,34.22
2024-05-12 07:20:00,516,930,0.0,0.0,185.938,0.0,4222.35,25.667,34.96
2024-05-12 07:25:00,516,930,0.0,0.0,196.674,0.0,4574.517,25.833,35.86
2024-05-12 07:30:00,516,930,0.0,0.0,203.986,0.0,4787.8,26.0,36.34
2024-05-12 07:35:00,516,930,0.0,0.0,215.27,0.0,4986.25,26.167,36.6
2024-05-12 07:40:00,516,930,0.0,0.0,222.91,0.0,5228.067,26.333,37.16
2024-05-12 07:45:00,516,930,0.0,0.0,234.897,0.0,5433.583,26.5,37.74
2024-05-12 07:50:00,516,930,0.0,0.0,252.112,0.0,5716.567,26.667,38.62
2024-05-12 07:55:00,516,930,0.0,0.0,278.838,0.0,6118.85,26.833,39.68
2024-05-12 08:00:00,516,930,0.0,0.0,301.908,0.0,6726.35,27.0,40.84
2024-05-12 08:05:00,516,930,0.0,0.0,327.752,0.0,7245.767,27.175,41.84
2024-05-12 08:10:00,516,930,0.0,0.0,394.133,0.0,7874.483,27.35,43.72
2024-05-12 08:15:00,516,930,,,426.648,,,27.525,45.575
2024-05-12 08:20:00,516,930,,,523.184,,,27.7,48.04
2024-05-12 08:25:00,516,930,0.0,0.0,612.376,0.0,9696.0,27.875,51.8
2024-05-12 08:30:00,516,930,0.0,0.0,670.091,0.0,11666.367,28.05,54.14
2024-05-12 08:35:00,516,930,0.0,0.0,707.724,0.0,14477.983,28.225,56.88
2024-05-12 08:40:00,516,930,0.0,0.0,729.766,0.0,13254.417,28.4,59.44
2024-05-12 08:45:00,516,930,0.0,0.0,733.031,0.0,14571.417,28.575,60.38
2024-05-12 08:50:00,516,930,0.0,0.0,735.785,0.0,14534.667,28.75,60.38
2024-05-12 08:55:00,516,930,0.0,0.0,725.464,0.0,13012.983,28.925,61.7
2024-05-12 09:00:00,516,930,0.0,0.0,741.421,0.0,15216.117,29.1,62.5
2024-05-12 09:05:00,516,930,0.0,0.0,757.726,0.0,12355.583,29.258,61.78
2024-05-12 09:10:00,516,930,0.0,0.0,775.911,0.0,15290.633,29.417,59.92
2024-05-12 09:15:00,516,930,0.0,0.0,817.36,0.0,11460.083,29.575,60.04
2024-05-12 09:20:00,516,930,0.0,0.0,785.195,0.0,16290.4,29.733,61.12
2024-05-12 09:25:00,516,930,0.0,0.0,743.696,0.0,13104.117,29.892,62.84
2024-05-12 09:30:00,516,930,0.0,0.0,832.171,0.0,13533.35,30.05,64.86
2024-05-12 09:35:00,516,930,0.0,0.0,614.588,0.0,12424.967,30.208,63.04
2024-05-12 09:40:00,516,930,0.0,0.0,466.494,0.0,10378.25,30.367,56.88
2024-05-12 09:45:00,516,930,0.0,0.0,786.757,0.0,9178.183,30.525,59.8
2024-05-12 09:50:00,516,930,0.0,0.0,708.165,0.0,13556.95,30.683,63.82
2024-05-12 09:55:00,516,930,0.0,0.0,423.288,0.0,10254.3,30.842,60.36
2024-05-12 10:00:00,516,930,0.0,0.0,447.882,0.0,8792.717,31.0,57.62
2024-05-12 10:05:00,516,930,0.0,0.0,473.649,0.0,10482.0,31.0,56.42
2024-05-12 10:10:00,516,930,0.0,0.0,626.452,0.0,10555.75,31.0,57.92
2024-05-12 10:15:00,516,930,0.0,0.0,756.897,0.0,12187.717,31.0,59.66
2024-05-12 10:20:00,516,930,0.0,0.0,728.944,0.0,13693.5,31.0,60.92
2024-05-12 10:25:00,516,930,0.0,0.0,904.737,0.0,12951.95,31.0,66.5
2024-05-12 10:30:00,516,930,0.0,0.0,750.628,0.0,14355.117,31.0,65.84
2024-05-12 10:35:00,516,930,0.0,0.0,559.879,0.0,13245.917,31.0,62.26
2024-05-12 10:40:00,516,930,0.0,0.0,509.662,0.0,10719.217,31.0,57.86
2024-05-12 10:45:00,516,930,,,849.953,,,31.0,58.833
2024-05-12 10:50:00,516,930,,,424.138,,,31.0,55.825
2024-05-12 10:55:00,516,930,0.0,0.0,397.966,0.0,8352.0,31.0,54.16
2024-05-12 11:00:00,516,930,0.0,0.0,566.309,0.0,9486.433,31.0,56.06
2024-05-12 11:05:00,516,930,0.0,0.0,346.372,0.0,11143.967,31.167,55.82
2024-05-12 11:10:00,516,930,,,310.399,,,31.333,53.525
2024-05-12 11:15:00,516,930,0.0,0.0,290.659,0.0,6875.0,31.5,50.36
2024-05-12 11:20:00,516,930,0.0,0.0,251.113,0.0,6636.0,31.667,46.7
2024-05-12 11:25:00,516,930,0.0,0.0,339.147,0.0,5775.65,31.833,45.88
2024-05-12 11:30:00,516,930,0.0,0.0,852.194,0.0,8574.183,32.0,50.22
2024-05-12 11:35:00,516,930,0.0,0.0,540.683,0.0,14958.167,32.167,51.58
2024-05-12 11:40:00,516,930,0.0,0.0,717.637,0.0,11125.6,32.333,51.6
2024-05-12 11:45:00,516,930,0.0,0.0,695.63,0.0,13357.9,32.5,58.34
2024-05-12 11:50:00,516,930,0.0,0.0,471.699,0.0,13084.35,32.667,55.18
2024-05-12 11:55:00,516,930,0.0,0.0,394.286,0.0,9770.0,32.833,53.58
2024-05-12 12:00:00,516,930,0.0,0.0,308.987,0.0,8118.333,33.0,51.56
2024-05-12 12:05:00,516,930,0.0,0.0,410.103,0.0,6743.433,33.0,50.62
2024-05-12 12:10:00,516,930,0.0,0.0,405.966,0.0,9015.6,33.0,52.28
2024-05-12 12:15:00,516,930,0.0,0.0,332.214,0.0,9215.8,33.0,52.9
2024-05-12 12:20:00,516,930,0.0,0.0,259.825,0.0,7258.7,33.0,50.9
2024-05-12 12:25:00,516,930,0.0,0.0,236.075,0.0,5736.883,33.0,48.74
2024-05-12 12:30:00,516,930,0.0,0.0,224.952,0.0,5426.567,33.0,47.42
2024-05-12 12:35:00,516,930,0.0,0.0,287.924,0.0,5358.25,33.0,47.38
2024-05-12 12:40:00,516,930,0.0,0.0,312.429,0.0,6857.6,33.0,47.78
2024-05-12 12:45:00,516,930,0.0,0.0,267.136,0.0,7316.6,33.0,47.6
2024-05-12 12:50:00,516,930,0.0,0.0,319.947,0.0,6219.1,33.0,46.58
2024-05-12 12:55:00,516,930,0.0,0.0,703.596,0.0,8028.267,33.0,50.3
2024-05-12 13:00:00,516,930,0.0,0.0,913.033,0.0,14885.867,33.0,58.28
2024-05-12 13:05:00,516,930,0.0,0.0,562.907,0.0,14933.583,33.0,60.1
2024-05-12 13:10:00,516,930,0.0,0.0,548.658,0.0,9165.917,33.0,55.24
2024-05-12 13:15:00,516,930,0.0,0.0,574.179,0.0,11692.333,33.0,57.94
2024-05-12 13:20:00,516,930,0.0,0.0,430.787,0.0,10112.817,33.0,55.42
2024-05-12 13:25:00,516,930,0.0,0.0,689.011,0.0,8615.933,33.0,55.32
2024-05-12 13:30:00,516,930,0.0,0.0,381.989,0.0,11740.167,33.0,56.64
2024-05-12 13:35:00,516,930,0.0,0.0,318.038,0.0,8483.0,33.0,53.32
2024-05-12 13:40:00,516,930,0.0,0.0,444.264,0.0,7997.083,33.0,54.02
2024-05-12 13:45:00,516,930,0.0,0.0,286.164,0.0,9776.35,33.0,51.84
2024-05-12 13:50:00,516,930,0.0,0.0,306.717,0.0,6300.933,33.0,50.5
2024-05-12 13:55:00,516,930,0.0,0.0,310.416,0.0,6967.433,33.0,50.24
2024-05-12 14:00:00,516,930,0.0,0.0,367.461,0.0,7350.217,33.0,49.6
2024-05-12 14:05:00,516,930,0.0,0.0,471.072,0.0,9092.117,32.992,51.56
2024-05-12 14:10:00,516,930,0.0,0.0,545.694,0.0,4165.583,32.983,54.42
2024-05-12 14:15:00,516,930,0.0,0.0,363.818,0.0,1128.467,32.975,52.92
2024-05-12 14:20:00,516,930,0.0,0.0,347.532,0.0,1125.5,32.967,51.62
2024-05-12 14:25:00,516,930,,,367.926,,,32.958,50.8
2024-05-12 14:30:00,516,930,,,731.515,,,32.95,55.925
2024-05-12 14:35:00,516,930,0.0,0.0,717.847,0.0,852.0,32.942,58.52
2024-05-12 14:40:00,516,930,0.0,0.0,699.094,0.0,4946.617,32.933,59.82
2024-05-12 14:45:00,516,930,0.0,0.0,687.599,0.0,4951.633,32.925,61.14
2024-05-12 14:50:00,516,930,0.0,0.0,412.344,0.0,4833.233,32.917,58.82
2024-05-12 14:55:00,516,930,0.0,0.0,585.903,0.0,4956.467,32.908,56.2
2024-05-12 15:00:00,516,930,0.0,0.0,384.541,0.0,4185.733,32.9,56.96
2024-05-12 15:05:00,516,930,0.0,0.0,533.307,0.0,4299.033,32.825,53.8
2024-05-12 15:10:00,516,930,0.0,0.0,590.884,0.0,4305.767,32.75,55.94
2024-05-12 15:15:00,516,930,0.0,0.0,577.164,0.0,4873.017,32.675,56.6
2024-05-12 15:20:00,516,930,0.0,0.0,570.723,0.0,6348.567,32.6,57.6
2024-05-12 15:25:00,516,930,0.0,0.0,565.197,0.0,6652.55,32.525,58.04
2024-05-12 15:30:00,516,930,0.0,0.0,530.931,0.0,6399.133,32.45,56.88
2024-05-12 15:35:00,516,930,0.0,0.0,460.324,0.0,6332.183,32.375,54.66
2024-05-12 15:40:00,516,930,0.0,0.0,438.139,0.0,6183.317,32.3,54.1
2024-05-12 15:45:00,516,930,0.0,0.0,385.756,0.0,5920.633,32.225,51.8
2024-05-12 15:50:00,516,930,0.0,0.0,320.358,0.0,6044.233,32.15,49.12
2024-05-12 15:55:00,516,930,0.0,0.0,353.879,0.0,5367.867,32.075,48.06
2024-05-12 16:00:00,516,930,0.0,0.0,326.16,0.0,6336.117,32.0,46.96
2024-05-12 16:05:00,516,930,0.0,0.0,311.439,0.0,7030.217,31.917,46.04
2024-05-12 16:10:00,516,930,0.0,0.0,294.577,0.0,6200.417,31.833,44.96
2024-05-12 16:15:00,516,930,0.0,0.0,207.015,0.0,5910.017,31.75,43.6
2024-05-12 16:20:00,516,930,0.0,0.0,167.345,0.0,5413.133,31.667,41.26
2024-05-12 16:25:00,516,930,0.0,0.0,149.752,0.0,4902.167,31.583,39.86
2024-05-12 16:30:00,516,930,0.0,0.0,141.53,0.0,3986.117,31.5,38.74
2024-05-12 16:35:00,516,930,0.0,0.0,136.623,0.0,3432.317,31.417,37.84
2024-05-12 16:40:00,516,930,0.0,0.0,122.685,0.0,3045.25,31.333,37.24
2024-05-12 16:45:00,516,930,0.0,0.0,90.556,0.0,2544.983,31.25,36.64
2024-05-12 16:50:00,516,930,0.0,0.0,56.981,0.0,1721.767,31.167,35.78
2024-05-12 16:55:00,516,930,0.0,0.0,58.445,0.0,1075.517,31.083,34.9
2024-05-12 17:00:00,516,930,0.0,0.0,71.346,0.0,1163.867,31.0,34.34
2024-05-12 17:05:00,516,930,0.0,0.0,81.812,0.0,1461.7,30.908,34.2
2024-05-12 17:10:00,516,930,0.0,0.0,88.572,0.0,1711.567,30.817,34.26
2024-05-12 17:15:00,516,930,0.0,0.0,77.235,0.0,1847.333,30.725,33.96
2024-05-12 17:20:00,516,930,0.0,0.0,57.262,0.0,1557.117,30.633,33.52
2024-05-12 17:25:00,516,930,,,42.352,,,30.542,33.2
2024-05-12 17:30:00,516,930,0.0,0.0,31.025,0.0,680.4,30.45,32.84
2024-05-12 17:35:00,516,930,0.0,0.0,24.643,0.0,780.0,30.358,32.58
2024-05-12 17:40:00,516,930,0.0,0.0,16.697,0.0,439.667,30.267,32.3
2024-05-12 17:45:00,516,930,0.0,0.0,8.283,0.0,279.8,30.175,31.7
2024-05-12 17:50:00,516,930,0.0,0.0,3.245,0.0,85.767,30.083,31.24
2024-05-12 17:55:00,516,930,0.0,0.0,,0.0,2.3,29.992,30.8
2024-05-13 05:35:00,516,930,0.0,0.0,6.523,0.0,0.0,26.475,27.56
2024-05-13 05:40:00,516,930,0.0,0.0,12.342,0.0,0.0,26.4,27.76
2024-05-13 05:45:00,516,930,0.0,0.0,18.922,0.0,197.467,26.325,28.06
2024-05-13 05:50:00,516,930,0.0,0.0,25.33,0.0,347.0,26.25,28.3
2024-05-13 05:55:00,516,930,0.0,0.0,31.446,0.0,503.383,26.175,28.52
2024-05-13 06:00:00,516,930,0.0,0.0,38.914,0.0,657.333,26.1,28.86
2024-05-13 06:05:00,516,930,0.0,0.0,47.086,0.0,838.0,26.175,29.12
2024-05-13 06:10:00,516,930,0.0,0.0,56.084,0.0,1033.083,26.25,29.34
2024-05-13 06:15:00,516,930,0.0,0.0,65.598,0.0,1250.667,26.325,29.7
2024-05-13 06:20:00,516,930,0.0,0.0,76.247,0.0,1463.633,26.4,30.14
2024-05-13 06:25:00,516,930,0.0,0.0,83.129,0.0,1720.15,26.475,30.52
2024-05-13 06:30:00,516,930,0.0,0.0,90.74,0.0,1910.667,26.55,30.92
2024-05-13 06:35:00,516,930,0.0,0.0,111.325,0.0,2126.683,26.625,31.52
2024-05-13 06:40:00,516,930,0.0,0.0,144.251,0.0,2564.617,26.7,32.4
2024-05-13 06:45:00,516,930,0.0,0.0,162.33,0.0,3215.8,26.775,33.36
2024-05-13 06:50:00,516,930,0.0,0.0,206.495,0.0,3658.55,26.85,34.28
2024-05-13 06:55:00,516,930,0.0,0.0,236.171,0.0,4518.95,26.925,35.18
2024-05-13 07:00:00,516,930,0.0,0.0,258.894,0.0,5121.217,27.0,36.44
2024-05-13 07:05:00,516,930,0.0,0.0,280.916,0.0,5598.467,27.167,37.64
2024-05-13 07:10:00,516,930,0.0,0.0,301.38,0.0,6104.567,27.333,38.42
2024-05-13 07:15:00,516,930,0.0,0.0,324.422,0.0,6534.667,27.5,39.42
2024-05-13 07:20:00,516,930,0.0,0.0,334.03,0.0,7076.283,27.667,41.02
2024-05-13 07:25:00,516,930,0.0,0.0,303.178,0.0,7299.333,27.833,41.6
2024-05-13 07:30:00,516,930,0.0,0.0,280.669,0.0,6689.733,28.0,41.3
2024-05-13 07:35:00,516,930,0.0,0.0,277.74,0.0,6312.333,28.167,41.46
2024-05-13 07:40:00,516,930,0.0,0.0,292.489,0.0,6343.8,28.333,41.64
2024-05-13 07:45:00,516,930,0.0,0.0,304.718,0.0,6723.967,28.5,41.48
2024-05-13 07:50:00,516,930,0.0,0.0,323.737,0.0,6922.95,28.667,41.66
2024-05-13 07:55:00,516,930,0.0,0.0,330.435,0.0,7421.383,28.833,41.7
2024-05-13 08:00:00,516,930,0.0,0.0,325.762,0.0,7561.0,29.0,41.52
2024-05-13 08:05:00,516,930,0.0,0.0,325.82,0.0,7487.05,29.15,41.28
2024-05-13 08:10:00,516,930,0.0,0.0,343.546,0.0,7539.883,29.3,41.32
2024-05-13 08:15:00,516,930,0.0,0.0,373.88,0.0,7946.917,29.45,41.68
2024-05-13 08:20:00,516,930,0.0,0.0,386.254,0.0,8610.05,29.6,42.62
2024-05-13 08:25:00,516,930,0.0,0.0,396.552,0.0,8901.067,29.75,44.02
2024-05-13 08:30:00,516,930,0.0,0.0,407.721,0.0,9148.733,29.9,44.52
2024-05-13 08:35:00,516,930,0.0,0.0,423.724,0.0,9390.817,30.05,45.18
2024-05-13 08:40:00,516,930,0.0,0.0,421.743,0.0,9673.7,30.2,45.74
2024-05-13 08:45:00,516,930,0.0,0.0,457.574,0.0,9754.55,30.35,46.58
2024-05-13 08:50:00,516,930,0.0,0.0,484.626,0.0,10594.15,30.5,47.64
2024-05-13 08:55:00,516,930,0.0,0.0,494.758,0.0,11206.083,30.65,48.7
2024-05-13 09:00:00,516,930,0.0,0.0,459.926,0.0,11412.55,30.8,48.38
2024-05-13 09:05:00,516,930,0.0,0.0,431.817,0.0,10568.383,30.817,46.08
2024-05-13 09:10:00,516,930,0.0,0.0,446.122,0.0,10054.583,30.833,45.66
2024-05-13 09:15:00,516,930,0.0,0.0,433.959,0.0,10408.45,30.85,45.4
2024-05-13 09:20:00,516,930,0.0,0.0,416.232,0.0,10111.45,30.867,44.58
2024-05-13 09:25:00,516,930,0.0,0.0,369.519,0.0,9653.767,30.883,43.86
2024-05-13 09:30:00,516,930,0.0,0.0,350.748,0.0,8698.583,30.9,43.72
2024-05-13 09:35:00,516,930,0.0,0.0,363.227,0.0,8278.35,30.917,43.56
2024-05-13 09:40:00,516,930,0.0,0.0,374.206,0.0,8653.567,30.933,43.28
2024-05-13 09:45:00,516,930,0.0,0.0,377.153,0.0,8896.017,30.95,43.02
2024-05-13 09:50:00,516,930,0.0,0.0,426.017,0.0,8973.75,30.967,43.7
2024-05-13 09:55:00,516,930,0.0,0.0,482.176,0.0,10217.217,30.983,45.52
2024-05-13 10:00:00,516,930,0.0,0.0,489.818,0.0,10692.667,31.0,46.34
2024-05-13 10:05:00,516,930,0.0,0.0,497.101,0.0,8819.883,31.083,47.18
2024-05-13 10:10:00,516,930,0.0,0.0,440.391,0.0,11541.267,31.167,46.76
2024-05-13 10:15:00,516,930,0.0,0.0,463.534,0.0,10223.183,31.25,45.98
2024-05-13 10:20:00,516,930,0.0,0.0,543.147,0.0,10906.783,31.333,46.18
2024-05-13 10:25:00,516,930,0.0,0.0,589.48,0.0,12328.75,31.417,47.3
2024-05-13 10:30:00,516,930,0.0,0.0,614.092,0.0,10003.35,31.5,48.56
2024-05-13 10:35:00,516,930,0.0,0.0,642.479,0.0,12512.483,31.583,50.26
2024-05-13 10:40:00,516,930,0.0,0.0,645.795,0.0,14465.817,31.667,51.64
2024-05-13 10:45:00,516,930,0.0,0.0,637.264,0.0,12393.833,31.75,51.46
2024-05-13 10:50:00,516,930,0.0,0.0,538.173,0.0,13703.617,31.833,50.84
2024-05-13 10:55:00,516,930,0.0,0.0,549.674,0.0,12080.417,31.917,50.5
2024-05-13 11:00:00,516,930,0.0,0.0,459.31,0.0,12015.967,32.0,48.8
2024-05-13 11:05:00,516,930,,,546.977,,,32.083,47.2
2024-05-13 11:10:00,516,930,,,577.256,,,32.167,48.32
2024-05-13 11:15:00,516,930,,,457.226,,,32.25,50.0
2024-05-13 11:20:00,516,930,0.0,0.0,467.657,0.0,9307.25,32.333,48.56
2024-05-13 11:25:00,516,930,0.0,0.0,448.295,0.0,6492.0,32.417,48.12
2024-05-13 11:30:00,516,930,0.0,0.0,388.0,0.0,9539.917,32.5,46.02
2024-05-13 11:35:00,516,930,0.0,0.0,364.001,0.0,8887.167,32.583,45.0
2024-05-13 11:40:00,516,930,0.0,0.0,440.421,0.0,8543.9,32.667,46.32
2024-05-13 11:45:00,516,930,0.0,0.0,334.743,0.0,9942.7,32.75,46.8
2024-05-13 11:50:00,516,930,0.0,0.0,330.865,0.0,7838.317,32.833,44.02
2024-05-13 11:55:00,516,930,0.0,0.0,482.003,0.0,7951.65,32.917,44.78
2024-05-13 12:00:00,516,930,0.0,0.0,550.848,0.0,8915.617,33.0,48.48
2024-05-13 12:05:00,516,930,0.0,0.0,458.714,0.0,10594.283,33.083,47.88
2024-05-13 12:10:00,516,930,0.0,0.0,489.072,0.0,8783.933,33.167,46.86
2024-05-13 12:15:00,516,930,0.0,0.0,495.658,0.0,9472.283,33.25,47.7
2024-05-13 12:20:00,516,930,0.0,0.0,473.492,0.0,9693.05,33.333,49.36
2024-05-13 12:25:00,516,930,0.0,0.0,460.829,0.0,9261.367,33.417,49.94
2024-05-13 12:30:00,516,930,0.0,0.0,451.853,0.0,10413.933,33.5,49.4
2024-05-13 12:35:00,516,930,0.0,0.0,462.4,0.0,8358.817,33.583,47.9
2024-05-13 12:40:00,516,930,,,494.707,,,33.667,48.5
2024-05-13 12:45:00,516,930,,,514.678,,,33.75,48.4
2024-05-13 12:50:00,516,930,,,535.371,,,33.833,49.75
2024-05-13 12:55:00,516,930,,,571.255,,,33.917,52.475
2024-05-13 13:00:00,516,930,0.0,0.0,595.496,0.0,4728.0,34.0,54.6
2024-05-13 13:05:00,516,930,0.0,0.0,604.953,0.0,9674.717,33.833,56.98
2024-05-13 13:10:00,516,930,0.0,0.0,578.875,0.0,11401.483,33.667,57.5
