datetime,Inv,MPPT,P,V,G,I,P-AC,Tamb,Tmod
2024-05-01 05:35:00,516,930,,,6.996,,0.0,25.0,25.52
2024-05-01 05:40:00,516,930,,,15.447,,0.0,25.0,25.68
2024-05-01 05:45:00,516,930,,,25.091,,165.0,25.0,25.92
2024-05-01 05:50:00,516,930,,,35.204,,322.867,25.0,26.18
2024-05-01 05:55:00,516,930,,,45.462,,511.05,25.0,26.6
2024-05-01 06:00:00,516,930,,,56.754,,702.2,25.0,27.02
2024-05-01 06:05:00,516,930,,,68.107,,898.233,25.083,27.44
2024-05-01 06:10:00,516,930,,,79.098,,1119.617,25.167,27.82
2024-05-01 06:15:00,516,930,,,92.035,,1323.65,25.25,28.26
2024-05-01 06:20:00,516,930,,,109.141,,1571.267,25.333,28.68
2024-05-01 06:25:00,516,930,,,127.785,,1871.75,25.417,28.98
2024-05-01 06:30:00,516,930,,,153.224,,2192.467,25.5,29.22
2024-05-01 06:35:00,516,930,,,188.636,,2624.35,25.583,30.06
2024-05-01 06:40:00,516,930,,,217.721,,3147.483,25.667,30.94
2024-05-01 06:45:00,516,930,,,249.686,,3605.8,25.75,32.2
2024-05-01 06:50:00,516,930,,,270.515,,4086.333,25.833,33.56
2024-05-01 06:55:00,516,930,,,274.75,,4366.483,25.917,34.8
2024-05-01 07:00:00,516,930,,,285.261,,4503.517,26.0,35.82
2024-05-01 07:05:00,516,930,,,307.875,,4732.033,26.425,36.66
2024-05-01 07:10:00,516,930,,,324.869,,5131.317,26.85,37.08
2024-05-01 07:15:00,516,930,,,364.177,,5450.35,27.275,37.26
2024-05-01 07:20:00,516,930,,,403.18,,5940.85,27.7,37.74
2024-05-01 07:25:00,516,930,,,436.24,,6502.017,28.125,38.0
2024-05-01 07:30:00,516,930,,,454.514,,6822.033,28.55,38.4
2024-05-01 07:35:00,516,930,,,474.755,,7072.467,28.975,39.2
2024-05-01 07:40:00,516,930,,,493.198,,7372.717,29.4,39.44
2024-05-01 07:45:00,516,930,,,522.922,,7655.85,29.825,40.12
2024-05-01 07:50:00,516,930,,,553.417,,8119.55,30.25,41.26
2024-05-01 07:55:00,516,930,,,513.633,,8591.75,30.675,41.22
2024-05-01 08:00:00,516,930,,,357.648,,7793.65,31.1,39.68
2024-05-01 08:05:00,516,930,,,358.143,,5662.25,30.925,39.32
2024-05-01 08:10:00,516,930,,,481.635,,5937.883,30.75,40.24
2024-05-01 08:15:00,516,930,,,563.156,,8233.683,30.575,42.26
2024-05-01 08:20:00,516,930,,,487.659,,8957.317,30.4,42.64
2024-05-01 08:25:00,516,930,,,411.17,,7603.85,30.225,41.88
2024-05-01 08:30:00,516,930,,,631.982,,6706.833,30.05,43.6
2024-05-01 08:35:00,516,930,,,471.809,,9762.667,29.875,45.58
2024-05-01 08:40:00,516,930,,,480.709,,7521.533,29.7,45.88
2024-05-01 08:45:00,516,930,,,570.368,,8610.65,29.525,46.54
2024-05-01 08:50:00,516,930,,,635.378,,9048.033,29.35,47.32
2024-05-01 08:55:00,516,930,,,566.542,,10279.067,29.175,48.38
2024-05-01 09:00:00,516,930,,,308.267,,8704.617,29.0,46.06
2024-05-01 09:05:00,516,930,,,280.823,,4824.333,29.0,41.68
2024-05-01 09:10:00,516,930,,,347.652,,4592.5,29.0,40.16
2024-05-01 09:15:00,516,930,,,237.89,,5426.833,29.0,38.72
2024-05-01 09:20:00,516,930,,,297.067,,3779.367,29.0,37.1
2024-05-01 09:25:00,516,930,,,329.671,,4919.433,29.0,37.18
2024-05-01 09:30:00,516,930,,,284.874,,5433.517,29.0,37.5
2024-05-01 09:35:00,516,930,,,163.62,,4391.883,29.0,36.54
2024-05-01 09:40:00,516,930,,,133.831,,2515.35,29.0,35.32
2024-05-01 09:45:00,516,930,,,124.833,,2120.933,29.0,34.3
2024-05-01 09:50:00,516,930,,,183.876,,1949.417,29.0,33.4
2024-05-01 09:55:00,516,930,,,300.547,,3214.95,29.0,34.34
2024-05-01 10:00:00,516,930,,,301.559,,4922.917,29.0,35.4
2024-05-01 10:05:00,516,930,,,274.451,,4900.183,29.0,35.78
2024-05-01 10:10:00,516,930,,,255.79,,4495.083,29.0,36.02
2024-05-01 10:15:00,516,930,,,245.336,,4078.667,29.0,35.82
2024-05-01 10:20:00,516,930,,,229.589,,3981.483,29.0,35.86
2024-05-01 10:25:00,516,930,,,211.271,,3594.467,29.0,35.14
2024-05-01 10:30:00,516,930,,,367.298,,3543.983,29.0,35.48
2024-05-01 10:35:00,516,930,,,332.946,,6184.617,29.0,36.68
2024-05-01 10:40:00,516,930,,,145.356,,5298.967,29.0,36.02
2024-05-01 10:45:00,516,930,,,76.375,,2127.683,29.0,34.48
2024-05-01 10:50:00,516,930,,,121.59,,1064.25,29.0,33.88
2024-05-01 10:55:00,516,930,,,209.603,,1837.95,29.0,34.54
2024-05-01 11:00:00,516,930,,,257.654,,3328.117,29.0,35.62
2024-05-01 11:05:00,516,930,,,272.951,,4207.317,29.442,35.44
2024-05-01 11:10:00,516,930,,,305.206,,4473.15,29.883,35.34
2024-05-01 11:15:00,516,930,,,291.684,,4846.067,30.325,35.36
2024-05-01 11:20:00,516,930,,,270.666,,4610.8,30.767,35.32
2024-05-01 11:25:00,516,930,,,248.579,,,31.208,35.2
2024-05-01 11:30:00,516,930,,,217.27,,,31.65,34.533
2024-05-01 11:35:00,516,930,0.0,0.0,182.652,0.0,1896.0,32.092,34.1
2024-05-01 11:40:00,516,930,0.0,0.0,161.258,0.0,2688.667,32.533,33.66
2024-05-01 11:45:00,516,930,,,139.31,,,32.975,33.167
2024-05-01 11:50:00,516,930,,,129.59,,,33.417,32.475
2024-05-01 11:55:00,516,930,,,130.795,,1860.0,33.858,32.58
2024-05-01 12:00:00,516,930,,,134.827,,1913.2,34.3,33.0
2024-05-01 12:05:00,516,930,,,128.992,,1953.867,33.692,33.08
2024-05-01 12:10:00,516,930,,,120.493,,1852.367,33.083,33.02
2024-05-01 12:15:00,516,930,,,107.95,,1723.433,32.475,33.12
2024-05-01 12:20:00,516,930,,,89.347,,1514.05,31.867,32.94
2024-05-01 12:25:00,516,930,,,67.67,,1206.45,31.258,32.76
2024-05-01 12:30:00,516,930,,,64.643,,865.883,30.65,32.46
2024-05-01 12:35:00,516,930,,,69.353,,819.733,30.042,32.24
2024-05-01 12:40:00,516,930,,,71.344,,899.367,29.433,32.16
2024-05-01 12:45:00,516,930,,,75.79,,928.667,28.825,32.1
2024-05-01 12:50:00,516,930,,,82.983,,988.133,28.217,32.1
2024-05-01 12:55:00,516,930,,,91.987,,1114.933,27.608,32.06
2024-05-01 13:00:00,516,930,,,102.305,,1243.867,27.0,32.2
2024-05-01 13:05:00,516,930,,,118.895,,1398.517,27.0,32.36
2024-05-01 13:10:00,516,930,,,127.783,,1654.833,27.0,32.4
2024-05-01 13:15:00,516,930,,,126.664,,1760.433,27.0,32.3
2024-05-01 13:20:00,516,930,,,124.403,,1760.467,27.0,32.38
2024-05-01 13:25:00,516,930,,,124.326,,1722.533,27.0,32.36
2024-05-01 13:30:00,516,930,,,122.917,,1717.7,27.0,32.28
2024-05-01 13:35:00,516,930,,,121.728,,1690.35,27.0,32.04
2024-05-01 13:40:00,516,930,,,121.748,,1677.15,27.0,32.18
2024-05-01 13:45:00,516,930,,,121.609,,1690.433,27.0,32.2
2024-05-01 13:50:00,516,930,,,120.899,,1689.067,27.0,32.28
2024-05-01 13:55:00,516,930,,,120.188,,1681.4,27.0,32.24
2024-05-01 14:00:00,516,930,,,120.853,,1675.8,27.0,32.0
2024-05-01 14:05:00,516,930,,,124.019,,1698.8,27.083,31.98
2024-05-01 14:10:00,516,930,,,131.14,,1764.267,27.167,31.82
2024-05-01 14:15:00,516,930,,,139.502,,1887.867,27.25,31.98
2024-05-01 14:20:00,516,930,,,148.63,,2010.933,27.333,32.14
2024-05-01 14:25:00,516,930,,,158.108,,2158.7,27.417,32.46
2024-05-01 14:30:00,516,930,,,167.65,,2308.4,27.5,32.7
2024-05-01 14:35:00,516,930,,,177.029,,2466.533,27.583,32.98
2024-05-01 14:40:00,516,930,,,185.601,,2630.867,27.667,33.5
2024-05-01 14:45:00,516,930,,,194.851,,2759.317,27.75,34.12
2024-05-01 14:50:00,516,930,,,203.844,,2914.933,27.833,34.2
2024-05-01 14:55:00,516,930,,,209.494,,3064.083,27.917,34.48
2024-05-01 15:00:00,516,930,,,210.485,,3149.0,28.0,34.52
2024-05-01 15:05:00,516,930,,,207.152,,3144.267,28.0,34.62
2024-05-01 15:10:00,516,930,,,199.671,,3075.35,28.0,34.64
2024-05-01 15:15:00,516,930,,,188.149,,2942.083,28.0,34.64
2024-05-01 15:20:00,516,930,,,178.955,,2754.867,28.0,34.36
2024-05-01 15:25:00,516,930,,,171.212,,2611.667,28.0,34.3
2024-05-01 15:30:00,516,930,,,162.595,,2484.683,28.0,33.9
2024-05-01 15:35:00,516,930,,,154.447,,2345.967,28.0,33.72
2024-05-01 15:40:00,516,930,,,144.855,,2213.867,28.0,33.62
2024-05-01 15:45:00,516,930,,,136.556,,2062.583,28.0,33.6
2024-05-01 15:50:00,516,930,,,132.872,,1923.967,28.0,33.44
2024-05-01 15:55:00,516,930,,,131.275,,1870.367,28.0,33.1
2024-05-01 16:00:00,516,930,,,129.146,,1842.333,28.0,32.86
2024-05-01 16:05:00,516,930,,,126.248,,1806.9,28.0,32.84
2024-05-01 16:10:00,516,930,,,123.278,,1758.133,28.0,32.92
2024-05-01 16:15:00,516,930,,,121.207,,1709.767,28.0,32.8
2024-05-01 16:20:00,516,930,,,119.806,,1675.8,28.0,32.6
2024-05-01 16:25:00,516,930,,,116.516,,1648.633,28.0,32.54
2024-05-01 16:30:00,516,930,,,110.946,,1595.3,28.0,32.56
2024-05-01 16:35:00,516,930,,,104.536,,1512.217,28.0,32.34
2024-05-01 16:40:00,516,930,,,97.035,,1407.917,28.0,32.26
2024-05-01 16:45:00,516,930,,,89.422,,1291.383,28.0,32.12
2024-05-01 16:50:00,516,930,,,82.477,,1182.0,28.0,32.1
2024-05-01 16:55:00,516,930,,,75.345,,1071.283,28.0,32.1
2024-05-01 17:00:00,516,930,,,68.707,,963.483,28.0,31.92
2024-05-01 17:05:00,516,930,,,58.843,,,28.0,31.5
2024-05-01 17:10:00,516,930,0.0,0.0,52.801,0.0,0.0,28.0,31.34
2024-05-01 17:15:00,516,930,0.0,0.0,45.351,0.0,12.0,28.0,31.08
2024-05-01 17:20:00,516,930,0.0,0.0,38.354,0.0,0.0,28.0,30.76
2024-05-01 17:25:00,516,930,0.0,0.0,30.621,0.0,351.8,28.0,30.44
2024-05-01 17:30:00,516,930,0.0,0.0,22.738,0.0,326.833,28.0,30.18
2024-05-01 17:35:00,516,930,0.0,0.0,15.412,0.0,220.867,28.0,29.92
2024-05-01 17:40:00,516,930,0.0,0.0,9.477,0.0,125.567,28.0,29.64
2024-05-01 17:45:00,516,930,0.0,0.0,4.898,0.0,49.367,28.0,29.38
2024-05-01 17:50:00,516,930,0.0,0.0,1.807,0.0,1.7,28.0,29.12
2024-05-02 05:35:00,516,930,,,3.882,,0.0,26.0,27.7
2024-05-02 05:40:00,516,930,0.0,0.0,8.318,0.0,0.0,26.0,27.86
2024-05-02 05:45:00,516,930,0.0,0.0,13.791,0.0,99.467,26.0,28.04
2024-05-02 05:50:00,516,930,0.0,0.0,19.731,0.0,243.367,26.0,28.14
2024-05-02 05:55:00,516,930,0.0,0.0,26.763,0.0,399.717,26.0,28.36
2024-05-02 06:00:00,516,930,0.0,0.0,32.682,0.0,594.65,26.0,28.7
2024-05-02 06:05:00,516,930,,,43.203,,,26.0,29.05
2024-05-02 06:10:00,516,930,0.0,0.0,52.299,0.0,1070.142,26.0,29.54
2024-05-02 06:15:00,516,930,0.0,0.0,65.95,0.0,1317.767,26.0,30.2
2024-05-02 06:20:00,516,930,0.0,0.0,77.651,0.0,1671.517,26.0,30.88
2024-05-02 06:25:00,516,930,0.0,0.0,86.83,0.0,1970.433,26.0,31.52
2024-05-02 06:30:00,516,930,0.0,0.0,100.667,0.0,2242.3,26.0,32.2
2024-05-02 06:35:00,516,930,0.0,0.0,110.599,0.0,2588.75,26.0,33.02
2024-05-02 06:40:00,516,930,0.0,0.0,122.585,0.0,2836.167,26.0,33.7
2024-05-02 06:45:00,516,930,0.0,0.0,127.394,0.0,3094.233,26.0,34.42
2024-05-02 06:50:00,516,930,0.0,0.0,126.582,0.0,3203.167,26.0,35.02
2024-05-02 06:55:00,516,930,0.0,0.0,129.064,0.0,3203.833,26.0,35.72
2024-05-02 07:00:00,516,930,,,134.419,,,27.0,36.25
2024-05-02 07:05:00,516,930,,,151.435,,,27.0,37.225
2024-05-02 07:10:00,516,930,,,159.018,,3252.0,27.0,37.98
2024-05-02 07:15:00,516,930,,,171.498,,3962.983,27.0,38.54
2024-05-02 07:20:00,516,930,,,176.022,,4254.867,27.0,39.14
2024-05-02 07:25:00,516,930,,,184.613,,4362.2,27.0,39.72
2024-05-02 07:30:00,516,930,,,176.714,,4556.95,28.0,40.0
2024-05-02 07:35:00,516,930,,,184.218,,4412.0,28.0,40.1
2024-05-02 07:40:00,516,930,,,194.483,,4626.333,28.0,40.58
2024-05-02 07:45:00,516,930,,,211.402,,4889.6,28.0,41.1
2024-05-02 07:50:00,516,930,,,227.042,,5301.95,28.0,41.86
2024-05-02 07:55:00,516,930,,,244.115,,5662.533,28.0,42.42
2024-05-02 08:00:00,516,930,,,265.98,,6064.517,29.0,43.1
2024-05-02 08:05:00,516,930,,,288.46,,6583.383,29.0,44.2
2024-05-02 08:10:00,516,930,,,316.551,,7077.6,29.0,45.44
2024-05-02 08:15:00,516,930,,,323.529,,7710.817,29.0,46.48
2024-05-02 08:20:00,516,930,,,358.624,,7903.633,29.0,47.62
2024-05-02 08:25:00,516,930,,,379.588,,8582.183,29.0,48.98
2024-05-02 08:30:00,516,930,,,401.779,,8974.283,29.0,49.84
2024-05-02 08:35:00,516,930,,,396.509,,9471.817,29.0,50.58
2024-05-02 08:40:00,516,930,,,373.606,,9247.75,29.0,50.36
2024-05-02 08:45:00,516,930,,,431.465,,8772.7,29.0,50.64
2024-05-02 08:50:00,516,930,,,464.145,,10204.333,29.0,51.48
2024-05-02 08:55:00,516,930,,,488.163,,10853.1,29.0,52.36
2024-05-02 09:00:00,516,930,,,526.152,,,30.0,53.5
2024-05-02 09:05:00,516,930,,,585.374,,,30.0,55.45
2024-05-02 09:10:00,516,930,0.0,0.0,629.698,0.0,3384.0,30.0,57.66
2024-05-02 09:15:00,516,930,0.0,0.0,644.798,0.0,0.0,30.0,59.66
2024-05-02 09:20:00,516,930,0.0,0.0,685.57,0.0,7251.217,30.0,60.88
2024-05-02 09:25:00,516,930,0.0,0.0,686.185,0.0,14248.117,30.0,61.6
2024-05-02 09:30:00,516,930,0.0,0.0,726.57,0.0,14378.833,31.0,63.38
2024-05-02 09:35:00,516,930,0.0,0.0,781.038,0.0,13832.817,31.0,64.8
2024-05-02 09:40:00,516,930,0.0,0.0,813.768,0.0,14286.533,31.0,66.04
2024-05-02 09:45:00,516,930,0.0,0.0,819.472,0.0,15541.733,31.0,67.36
2024-05-02 09:50:00,516,930,0.0,0.0,829.17,0.0,15056.083,31.0,67.62
2024-05-02 09:55:00,516,930,0.0,0.0,838.322,0.0,13578.817,31.0,66.88
2024-05-02 10:00:00,516,930,0.0,0.0,617.628,0.0,14222.283,32.0,66.26
2024-05-02 10:05:00,516,930,,,853.746,,,32.0,63.675
2024-05-02 10:10:00,516,930,,,815.879,,,32.0,66.4
2024-05-02 10:15:00,516,930,,,773.254,,,32.0,66.525
2024-05-02 10:20:00,516,930,0.0,0.0,881.095,0.0,6732.0,32.0,68.0
2024-05-02 10:25:00,516,930,0.0,0.0,877.263,0.0,13612.117,32.0,69.3
2024-05-02 10:30:00,516,930,0.0,0.0,898.005,0.0,15230.6,32.0,69.64
2024-05-02 10:35:00,516,930,0.0,0.0,885.817,0.0,13707.8,32.0,69.56
2024-05-02 10:40:00,516,930,0.0,0.0,914.439,0.0,13336.833,32.0,69.52
2024-05-02 10:45:00,516,930,0.0,0.0,919.8,0.0,14494.633,32.0,69.4
2024-05-02 10:50:00,516,930,0.0,0.0,920.44,0.0,14212.85,32.0,69.64
2024-05-02 10:55:00,516,930,0.0,0.0,918.597,0.0,14944.983,32.0,69.1
2024-05-02 11:00:00,516,930,0.0,0.0,924.444,0.0,15099.633,33.0,68.76
2024-05-02 11:05:00,516,930,,,930.34,,,33.0,69.367
2024-05-02 11:10:00,516,930,,,940.309,,13127.0,33.0,68.66
2024-05-02 11:15:00,516,930,,,947.493,,12900.0,33.0,68.66
2024-05-02 11:20:00,516,930,,,947.045,,14782.467,33.0,68.64
2024-05-02 11:25:00,516,930,,,947.932,,14230.65,33.0,68.12
2024-05-02 11:30:00,516,930,,,948.715,,15047.067,33.0,69.22
2024-05-02 11:35:00,516,930,,,947.32,,15359.067,33.0,69.98
2024-05-02 11:40:00,516,930,,,944.989,,14183.5,33.0,71.48
2024-05-02 11:45:00,516,930,,,943.416,,14693.1,33.0,71.66
2024-05-02 11:50:00,516,930,,,936.888,,15901.133,33.0,71.1
2024-05-02 11:55:00,516,930,,,940.65,,14366.7,33.0,70.64
2024-05-02 12:00:00,516,930,,,941.038,,14568.067,34.0,71.26
2024-05-02 12:05:00,516,930,,,941.0,,16225.8,34.0,70.42
2024-05-02 12:10:00,516,930,,,939.338,,14712.883,34.0,69.1
2024-05-02 12:15:00,516,930,,,932.172,,15221.35,34.0,69.26
2024-05-02 12:20:00,516,930,,,928.038,,16514.933,34.0,69.06
2024-05-02 12:25:00,516,930,,,926.112,,14473.767,34.0,69.44
2024-05-02 12:30:00,516,930,,,922.839,,13016.2,34.0,69.92
2024-05-02 12:35:00,516,930,,,916.361,,15676.633,34.0,69.78
2024-05-02 12:40:00,516,930,,,913.728,,13854.433,34.0,68.88
2024-05-02 12:45:00,516,930,,,907.252,,14531.133,34.0,68.02
2024-05-02 12:50:00,516,930,,,903.239,,14922.783,34.0,67.98
2024-05-02 12:55:00,516,930,,,895.333,,13667.133,34.0,67.76
2024-05-02 13:00:00,516,930,,,884.585,,14642.65,34.0,68.0
2024-05-02 13:05:00,516,930,,,874.948,,15463.65,34.0,68.82
2024-05-02 13:10:00,516,930,,,864.411,,14726.372,34.0,69.22
2024-05-02 13:15:00,516,930,,,853.941,,15767.833,34.0,67.98
2024-05-02 13:20:00,516,930,,,845.409,,15256.583,34.0,67.4
2024-05-02 13:25:00,516,930,,,837.155,,14610.8,34.0,66.66
2024-05-02 13:30:00,516,930,,,822.37,,16313.25,34.0,66.4
2024-05-02 13:35:00,516,930,,,813.323,,14934.317,34.0,65.64
2024-05-02 13:40:00,516,930,,,803.418,,15254.867,34.0,65.6
2024-05-02 13:45:00,516,930,,,793.519,,17179.933,34.0,64.98
2024-05-02 13:50:00,516,930,,,782.323,,15595.217,34.0,64.68
2024-05-02 13:55:00,516,930,,,767.063,,16940.05,34.0,63.84
2024-05-02 14:00:00,516,930,,,758.762,,17476.467,35.0,63.16
2024-05-02 14:05:00,516,930,,,741.045,,14039.433,35.0,63.54
2024-05-02 14:10:00,516,930,,,729.279,,17184.65,35.0,63.14
2024-05-02 14:15:00,516,930,,,719.604,,15810.367,35.0,61.48
2024-05-02 14:20:00,516,930,,,708.457,,14859.483,35.0,61.7
2024-05-02 14:25:00,516,930,,,696.94,,8555.767,35.0,60.46
2024-05-02 14:30:00,516,930,,,680.966,,3587.683,35.0,60.5
2024-05-02 14:35:00,516,930,,,659.167,,,35.0,60.55
2024-05-02 14:40:00,516,930,,,641.243,,,35.0,59.55
2024-05-02 14:45:00,516,930,0.0,0.0,630.416,0.0,2661.028,35.0,60.08
2024-05-02 14:50:00,516,930,,,552.503,,,35.0,58.667
2024-05-02 14:55:00,516,930,,,611.427,,2692.458,35.0,58.02
2024-05-02 15:00:00,516,930,,,586.229,,2232.0,34.0,58.08
2024-05-02 15:05:00,516,930,,,538.559,,3346.433,34.0,57.46
2024-05-02 15:10:00,516,930,,,521.752,,2730.15,34.0,56.32
2024-05-02 15:15:00,516,930,,,508.163,,3196.867,34.0,55.88
2024-05-02 15:20:00,516,930,,,432.881,,3453.917,34.0,55.44
2024-05-02 15:25:00,516,930,,,470.732,,3517.9,34.0,54.32
2024-05-02 15:30:00,516,930,,,456.896,,3492.75,34.0,54.18
2024-05-02 15:35:00,516,930,,,448.707,,3537.333,34.0,53.2
2024-05-02 15:40:00,516,930,,,434.974,,3505.9,34.0,52.66
2024-05-02 15:45:00,516,930,,,410.179,,3499.7,34.0,52.36
2024-05-02 15:50:00,516,930,,,393.45,,3683.417,34.0,51.24
2024-05-02 15:55:00,516,930,,,388.335,,3273.567,34.0,50.02
2024-05-02 16:00:00,516,930,,,369.109,,3298.967,33.0,49.96
2024-05-02 16:05:00,516,930,,,339.816,,3349.1,33.0,49.74
2024-05-02 16:10:00,516,930,,,256.189,,3513.217,33.0,47.96
2024-05-02 16:15:00,516,930,,,130.941,,3878.883,33.0,44.6
2024-05-02 16:20:00,516,930,,,118.554,,5056.6,33.0,41.42
2024-05-02 16:25:00,516,930,,,116.539,,4357.833,33.0,39.62
2024-05-02 16:30:00,516,930,,,108.674,,3434.2,32.0,38.48
2024-05-02 16:35:00,516,930,,,126.061,,2602.7,32.0,37.84
2024-05-02 16:40:00,516,930,,,107.6,,2820.6,32.0,37.36
2024-05-02 16:45:00,516,930,,,89.811,,2076.883,32.0,36.52
2024-05-02 16:50:00,516,930,,,80.646,,1239.4,32.0,35.62
2024-05-02 16:55:00,516,930,,,73.424,,1180.4,32.0,35.0
2024-05-02 17:00:00,516,930,,,66.526,,1178.633,31.0,34.5
2024-05-02 17:05:00,516,930,,,60.843,,1297.25,31.0,34.02
2024-05-02 17:10:00,516,930,,,54.988,,1217.433,31.0,33.68
2024-05-02 17:15:00,516,930,,,49.424,,1089.933,31.0,33.24
2024-05-02 17:20:00,516,930,,,43.008,,963.3,31.0,32.94
2024-05-02 17:25:00,516,930,,,36.771,,823.533,31.0,32.56
2024-05-02 17:30:00,516,930,,,30.241,,686.033,31.0,32.22
2024-05-02 17:35:00,516,930,,,23.576,,546.733,31.0,31.8
2024-05-02 17:40:00,516,930,,,16.543,,402.567,31.0,31.46
2024-05-02 17:45:00,516,930,,,10.142,,252.467,31.0,31.12
2024-05-02 17:50:00,516,930,,,4.59,,123.9,31.0,30.74
2024-05-03 05:35:00,516,930,,,3.559,,0.0,27.0,29.8
2024-05-03 05:40:00,516,930,,,7.259,,0.0,27.0,29.92
2024-05-03 05:45:00,516,930,,,12.0,,2.438,27.0,29.9
2024-05-03 05:50:00,516,930,,,16.916,,165.333,27.0,29.96
2024-05-03 05:55:00,516,930,,,21.445,,275.667,27.0,30.1
2024-05-03 06:00:00,516,930,,,26.472,,391.2,27.0,30.3
2024-05-03 06:05:00,516,930,,,32.979,,513.75,27.083,30.7
2024-05-03 06:10:00,516,930,,,41.243,,609.917,27.167,31.1
2024-05-03 06:15:00,516,930,,,50.273,,869.4,27.25,31.46
2024-05-03 06:20:00,516,930,,,61.755,,1091.667,27.333,31.9
2024-05-03 06:25:00,516,930,,,74.642,,1365.85,27.417,32.22
2024-05-03 06:30:00,516,930,,,85.947,,1675.767,27.5,32.3
2024-05-03 06:35:00,516,930,,,96.333,,1937.783,27.583,32.4
2024-05-03 06:40:00,516,930,,,104.902,,2178.1,27.667,32.68
2024-05-03 06:45:00,516,930,,,113.454,,2376.967,27.75,33.48
2024-05-03 06:50:00,516,930,,,122.603,,2577.3,27.833,34.26
2024-05-03 06:55:00,516,930,,,137.254,,2785.867,27.917,34.86
2024-05-03 07:00:00,516,930,,,153.212,,3126.933,28.0,35.72
2024-05-03 07:05:00,516,930,,,162.496,,3442.467,28.083,36.52
2024-05-03 07:10:00,516,930,,,179.764,,3652.667,28.167,37.2
2024-05-03 07:15:00,516,930,,,204.994,,4034.05,28.25,38.14
2024-05-03 07:20:00,516,930,,,234.628,,4561.083,28.333,39.24
2024-05-03 07:25:00,516,930,,,261.179,,5161.383,28.417,40.36
2024-05-03 07:30:00,516,930,,,274.861,,5719.567,28.5,41.2
2024-05-03 07:35:00,516,930,,,258.16,,5944.633,28.583,41.78
2024-05-03 07:40:00,516,930,,,179.212,,5643.783,28.667,40.84
2024-05-03 07:45:00,516,930,,,97.18,,3747.4,28.75,38.72
2024-05-03 07:50:00,516,930,,,100.833,,2063.617,28.833,37.56
2024-05-03 07:55:00,516,930,,,118.324,,2274.3,28.917,36.76
2024-05-03 08:00:00,516,930,,,162.438,,2732.8,29.0,37.1
2024-05-03 08:05:00,516,930,,,178.051,,3737.783,29.283,38.06
2024-05-03 08:10:00,516,930,,,207.23,,4073.467,29.567,39.08
2024-05-03 08:15:00,516,930,,,249.107,,4827.5,29.85,40.1
2024-05-03 08:20:00,516,930,,,263.57,,5690.467,30.133,40.5
2024-05-03 08:25:00,516,930,,,234.976,,5916.367,30.417,40.88
2024-05-03 08:30:00,516,930,,,190.412,,5144.317,30.7,40.12
2024-05-03 08:35:00,516,930,,,143.376,,4202.7,30.983,38.7
2024-05-03 08:40:00,516,930,,,69.581,,3056.483,31.267,37.36
2024-05-03 08:45:00,516,930,,,7.025,,1272.683,31.55,34.54
2024-05-03 08:50:00,516,930,,,3.742,,,31.833,28.0
2024-05-03 08:55:00,516,930,,,6.683,,0.0,32.117,25.36
2024-05-03 09:00:00,516,930,,,12.913,,0.0,32.4,24.52
2024-05-03 09:05:00,516,930,,,18.339,,187.433,31.617,23.52
2024-05-03 09:10:00,516,930,,,17.717,,294.367,30.833,23.44
2024-05-03 09:15:00,516,930,,,15.242,,253.033,30.05,23.46
2024-05-03 09:20:00,516,930,,,18.013,,217.067,29.267,23.62
2024-05-03 09:25:00,516,930,,,21.208,,276.633,28.483,23.78
2024-05-03 09:30:00,516,930,,,24.259,,341.333,27.7,23.82
2024-05-03 09:35:00,516,930,,,26.507,,394.367,26.917,24.02
2024-05-03 09:40:00,516,930,,,27.05,,431.033,26.133,24.14
2024-05-03 09:45:00,516,930,,,26.803,,448.267,25.35,24.34
2024-05-03 09:50:00,516,930,,,25.608,,444.867,24.567,24.88
2024-05-03 09:55:00,516,930,,,26.414,,427.167,23.783,25.2
2024-05-03 10:00:00,516,930,,,28.214,,444.767,23.0,25.4
2024-05-03 10:05:00,516,930,,,30.748,,480.317,23.083,25.2
2024-05-03 10:10:00,516,930,,,32.756,,524.317,23.167,24.82
2024-05-03 10:15:00,516,930,,,36.541,,553.167,23.25,24.74
2024-05-03 10:20:00,516,930,,,39.114,,621.1,23.333,24.86
2024-05-03 10:25:00,516,930,,,40.228,,663.717,23.417,25.4
2024-05-03 10:30:00,516,930,,,41.189,,690.333,23.5,25.52
2024-05-03 10:35:00,516,930,,,43.798,,716.333,23.583,25.34
2024-05-03 10:40:00,516,930,,,47.438,,778.033,23.667,24.98
2024-05-03 10:45:00,516,930,,,50.996,,858.55,23.75,24.96
2024-05-03 10:50:00,516,930,,,53.468,,944.467,23.833,25.12
2024-05-03 10:55:00,516,930,,,57.085,,1010.45,23.917,25.34
2024-05-03 11:00:00,516,930,,,60.217,,1096.667,24.0,25.42
2024-05-03 11:05:00,516,930,,,62.504,,1167.933,24.083,25.32
2024-05-03 11:10:00,516,930,,,65.446,,1204.533,24.167,25.4
2024-05-03 11:15:00,516,930,,,70.169,,1290.933,24.25,25.68
2024-05-03 11:20:00,516,930,,,76.655,,1393.933,24.333,25.84
2024-05-03 11:25:00,516,930,,,85.069,,1537.117,24.417,25.94
2024-05-03 11:30:00,516,930,,,94.537,,1704.167,24.5,26.24
2024-05-03 11:35:00,516,930,,,104.702,,1927.667,24.583,26.28
