datetime,Inv,MPPT,P,Tamb,V,G,I,Tmod,P-AC
2024-05-02 12:20:00,462,819,32707.771,37.233,625.725,720.842,55.214,64.48,31861.625
2024-05-02 12:25:00,462,819,46749.378,37.292,603.931,639.009,79.367,61.86,53259.233
2024-05-02 12:30:00,462,819,50155.242,37.35,596.337,767.025,84.969,64.18,48651.99
2024-05-02 12:35:00,462,819,54148.167,37.408,604.128,788.733,91.319,65.72,49300.5
2024-05-02 12:40:00,462,819,35863.617,37.467,631.563,791.239,59.534,65.36,37761.083
2024-05-02 12:45:00,462,819,59371.91,37.525,596.273,792.953,100.731,66.68,47267.442
2024-05-02 12:50:00,462,819,53336.53,37.583,602.586,785.603,90.578,67.42,57276.35
2024-05-02 12:55:00,462,819,44180.033,37.642,616.454,765.28,74.004,68.26,33216.467
2024-05-02 13:00:00,462,819,53002.708,37.7,600.217,747.952,90.063,66.56,50024.5
2024-05-02 13:05:00,462,819,42017.044,37.692,615.109,739.571,70.939,64.72,36139.7
2024-05-02 13:10:00,462,819,52291.042,37.683,602.16,723.239,88.706,65.8,45694.01
2024-05-02 13:15:00,462,819,38205.472,37.675,616.434,672.372,64.591,65.78,48984.0
2024-05-02 13:20:00,462,819,46452.353,37.667,603.069,664.245,78.499,64.06,51337.229
2024-05-02 13:25:00,462,819,34749.25,37.658,623.319,668.78,58.021,64.26,31557.688
2024-05-02 13:30:00,462,819,41846.627,37.65,610.528,655.529,70.593,65.04,44556.973
2024-05-02 13:35:00,462,819,41365.433,37.642,611.402,642.633,69.571,64.14,39432.083
2024-05-02 13:40:00,462,819,44261.885,37.633,605.928,628.881,74.914,61.86,42152.177
2024-05-02 13:45:00,462,819,36673.5,37.625,618.519,623.951,61.371,62.86,34109.183
2024-05-02 13:50:00,462,819,50808.392,37.617,593.602,606.388,86.282,63.68,49539.623
2024-05-02 13:55:00,462,819,46847.25,37.608,596.806,605.549,79.629,63.9,41567.592
2024-05-02 14:00:00,462,819,43275.644,37.6,601.826,602.994,73.91,61.88,39334.967
2024-05-02 14:05:00,462,819,53729.75,37.458,591.272,576.88,90.905,61.82,41914.507
2024-05-02 14:10:00,462,819,47178.833,37.317,595.379,534.587,79.993,61.26,40382.833
2024-05-02 14:15:00,462,819,45313.28,37.175,595.189,514.716,76.954,58.72,38403.877
2024-05-02 14:20:00,462,819,37486.313,37.033,613.763,507.5,61.871,58.76,30123.467
2024-05-02 14:25:00,462,819,36200.73,36.892,609.703,466.426,60.889,59.12,33498.4
2024-05-02 14:30:00,462,819,40721.611,36.75,591.252,431.754,69.335,58.9,36631.979
2024-05-02 14:35:00,462,819,29335.347,36.608,610.814,419.388,49.703,58.52,31127.557
2024-05-02 14:40:00,462,819,37512.333,36.467,590.105,413.828,63.657,57.98,26699.767
2024-05-02 14:45:00,462,819,33634.635,36.325,596.354,406.265,57.463,58.08,28700.075
2024-05-02 14:50:00,462,819,,36.183,,381.331,,57.65,
2024-05-02 14:55:00,462,819,,36.042,,366.17,,56.84,
2024-05-02 15:00:00,462,819,18886.903,35.9,632.03,358.652,30.931,55.66,5340.0
2024-05-02 15:05:00,462,819,29538.917,35.742,607.364,238.16,48.636,54.54,27898.65
2024-05-02 15:10:00,462,819,6799.327,35.583,645.285,211.964,11.117,51.64,6675.229
2024-05-02 15:15:00,462,819,1028.589,35.425,660.671,164.796,1.557,49.54,978.333
2024-05-02 15:20:00,462,819,8018.783,35.267,632.34,307.163,13.002,50.16,5646.65
2024-05-02 15:25:00,462,819,27226.214,35.108,610.678,290.529,44.798,51.64,26982.817
2024-05-02 15:30:00,462,819,16882.017,34.95,635.78,278.105,27.649,51.68,18357.2
2024-05-02 15:35:00,462,819,3742.167,34.792,672.491,266.354,5.612,51.28,3043.2
2024-05-02 15:40:00,462,819,1619.146,34.633,673.304,252.262,2.423,49.94,1726.326
2024-05-02 15:45:00,462,819,22082.213,34.475,608.391,251.065,36.375,49.46,20992.093
2024-05-02 15:50:00,462,819,22434.582,34.317,606.276,252.649,37.006,49.52,21377.28
2024-05-02 15:55:00,462,819,22192.05,34.158,607.024,229.965,36.562,49.92,21139.463
2024-05-02 16:00:00,462,819,19875.142,34.0,609.078,201.964,32.637,49.36,19012.483
2024-05-02 16:05:00,462,819,17006.139,33.767,606.465,164.306,28.043,47.8,16090.047
2024-05-02 16:10:00,462,819,12770.167,33.533,606.902,147.109,21.042,45.28,12158.067
2024-05-02 16:15:00,462,819,10676.875,33.3,608.934,144.245,17.552,44.46,10238.658
2024-05-02 16:20:00,462,819,10372.031,33.067,606.212,119.529,17.111,43.44,10018.1
2024-05-02 16:25:00,462,819,7768.5,32.833,606.111,85.778,12.817,42.24,7398.867
2024-05-02 16:30:00,462,819,4990.275,32.6,606.655,63.825,8.227,40.94,4854.817
2024-05-02 16:35:00,462,819,3687.167,32.367,605.017,58.174,6.095,39.76,3498.033
2024-05-02 16:40:00,462,819,2625.194,32.133,618.425,53.233,4.274,39.2,2455.13
2024-05-02 16:45:00,462,819,2131.65,31.9,620.743,47.606,3.47,38.7,2030.897
2024-05-02 16:50:00,462,819,1651.308,31.667,623.138,41.8,2.684,38.22,1667.942
2024-05-02 16:55:00,462,819,1143.592,31.433,627.311,36.025,1.831,37.84,1107.28
2024-05-02 17:00:00,462,819,1023.6,31.2,623.676,30.032,1.641,37.48,967.788
2024-05-02 17:05:00,462,819,1025.8,31.042,614.42,24.379,1.67,37.16,974.223
2024-05-02 17:10:00,462,819,951.85,30.883,604.185,18.918,1.575,36.84,907.363
2024-05-02 17:15:00,462,819,574.85,30.725,603.027,14.009,0.955,36.58,532.743
2024-05-02 17:20:00,462,819,298.508,30.567,599.153,11.539,0.498,36.32,271.1
2024-05-03 05:00:00,462,819,,23.9,,1.662,,28.2,
2024-05-03 05:05:00,462,819,0.0,24.067,557.178,3.771,0.0,28.18,0.0
2024-05-03 05:10:00,462,819,0.0,24.233,589.865,8.356,0.0,28.26,0.0
2024-05-03 05:15:00,462,819,207.433,24.4,607.126,13.031,0.357,28.44,196.95
2024-05-03 05:20:00,462,819,966.213,24.567,589.871,17.571,1.637,28.62,918.36
2024-05-03 05:25:00,462,819,1029.13,24.733,626.204,22.402,1.644,28.82,978.583
2024-05-03 05:30:00,462,819,274.383,24.9,656.001,26.431,0.428,29.12,260.75
2024-05-03 05:35:00,462,819,0.0,25.067,666.603,28.536,0.0,29.34,0.0
2024-05-03 05:40:00,462,819,0.0,25.233,670.192,31.825,0.0,29.6,0.0
2024-05-03 05:45:00,462,819,0.0,25.4,674.122,31.779,0.0,29.8,0.0
2024-05-03 05:50:00,462,819,0.0,25.567,676.094,35.931,0.0,30.04,0.0
2024-05-03 05:55:00,462,819,0.0,25.733,679.663,44.468,0.0,30.34,0.0
2024-05-03 06:00:00,462,819,,25.9,,56.217,,30.75,
2024-05-03 06:05:00,462,819,,26.167,,70.748,,31.24,
2024-05-03 06:10:00,462,819,3112.583,26.433,657.904,85.827,5.121,32.08,2947.007
2024-05-03 06:15:00,462,819,8818.833,26.7,609.33,102.472,14.473,33.08,8401.267
2024-05-03 06:20:00,462,819,10098.353,26.967,613.32,123.34,16.463,34.02,9609.781
2024-05-03 06:25:00,462,819,11615.483,27.233,615.4,139.812,18.875,34.86,11066.783
2024-05-03 06:30:00,462,819,12798.213,27.5,615.573,156.388,20.791,35.46,12180.25
2024-05-03 06:35:00,462,819,14023.148,27.767,616.156,170.666,22.76,35.76,13356.64
2024-05-03 06:40:00,462,819,15125.995,28.033,615.501,185.858,24.576,36.62,14416.688
2024-05-03 06:45:00,462,819,16378.182,28.3,615.515,205.965,26.609,37.32,15599.483
2024-05-03 06:50:00,462,819,17931.533,28.567,618.42,221.708,28.996,38.02,17080.206
2024-05-03 06:55:00,462,819,19182.153,28.833,620.815,235.947,30.899,39.36,18283.758
2024-05-03 07:00:00,462,819,20321.583,29.1,622.191,248.592,32.663,40.08,19357.838
2024-05-03 07:05:00,462,819,21392.233,29.342,621.357,269.32,34.429,40.42,20377.723
2024-05-03 07:10:00,462,819,,29.583,,288.139,,41.05,
2024-05-03 07:15:00,462,819,,29.825,,312.293,,42.32,
2024-05-03 07:20:00,462,819,942.475,30.067,702.28,332.067,1.342,43.02,815.681
2024-05-03 07:25:00,462,819,,30.308,,346.006,,44.675,
2024-05-03 07:30:00,462,819,,30.55,,372.719,,44.85,
2024-05-03 07:35:00,462,819,24797.158,30.792,649.421,389.303,38.756,44.54,22512.0
2024-05-03 07:40:00,462,819,31827.75,31.033,618.427,409.131,51.597,44.66,10560.0
2024-05-03 07:45:00,462,819,32238.675,31.275,629.441,436.971,51.449,46.06,30584.317
2024-05-03 07:50:00,462,819,30742.058,31.517,632.197,460.878,49.635,47.14,26773.997
2024-05-03 07:55:00,462,819,27251.917,31.758,668.572,486.717,40.782,47.72,26077.325
2024-05-03 08:00:00,462,819,28004.331,32.0,658.875,512.177,43.244,48.46,28137.317
2024-05-03 08:05:00,462,819,32239.792,32.167,650.796,542.361,50.214,49.4,30698.867
2024-05-03 08:10:00,462,819,41004.883,32.333,618.214,554.257,67.239,50.06,41123.943
2024-05-03 08:15:00,462,819,46039.967,32.5,609.1,557.559,75.705,51.06,43355.642
2024-05-03 08:20:00,462,819,,32.667,,540.548,,51.667,
2024-05-03 08:25:00,462,819,,32.833,,534.655,,51.18,
2024-05-03 08:30:00,462,819,36152.38,33.0,619.105,536.794,60.454,51.06,30551.457
2024-05-03 08:35:00,462,819,46157.428,33.167,598.479,550.384,77.123,51.76,44002.597
2024-05-03 08:40:00,462,819,46093.837,33.333,605.318,493.631,76.881,51.24,44893.213
2024-05-03 08:45:00,462,819,42257.483,33.5,597.056,543.199,70.777,50.08,40588.867
2024-05-03 08:50:00,462,819,46884.4,33.667,602.688,662.104,78.395,53.36,44506.81
2024-05-03 08:55:00,462,819,52082.157,33.833,608.135,675.979,87.114,55.68,48112.413
2024-05-03 09:00:00,462,819,53505.742,34.0,600.78,670.191,90.319,54.52,54975.9
2024-05-03 09:05:00,462,819,56869.387,34.175,592.383,634.305,96.271,55.14,52647.873
2024-05-03 09:10:00,462,819,54727.757,34.35,595.49,663.254,92.795,56.06,47742.73
2024-05-03 09:15:00,462,819,57390.507,34.525,585.768,639.837,97.977,57.06,54638.057
2024-05-03 09:20:00,462,819,52435.177,34.7,593.911,664.844,89.032,56.2,52978.617
2024-05-03 09:25:00,462,819,55077.8,34.875,594.058,669.287,93.825,55.66,54210.883
2024-05-03 09:30:00,462,819,58326.167,35.05,588.739,683.034,99.077,55.96,55562.042
2024-05-03 09:35:00,462,819,59740.644,35.225,589.511,682.299,101.343,55.48,57120.833
2024-05-03 09:40:00,462,819,59430.658,35.4,589.204,616.021,100.869,54.04,57345.917
2024-05-03 09:45:00,462,819,55407.103,35.575,589.527,597.884,93.991,52.76,49570.572
2024-05-03 09:50:00,462,819,53654.961,35.75,590.786,585.501,90.822,52.6,47786.917
2024-05-03 09:55:00,462,819,49066.573,35.925,597.749,530.707,83.008,52.28,43029.817
2024-05-03 10:00:00,462,819,47164.567,36.1,589.388,603.996,80.026,52.26,44814.292
2024-05-03 10:05:00,462,819,37638.125,36.2,630.971,648.873,62.22,53.26,41301.308
2024-05-03 10:10:00,462,819,57855.947,36.3,589.07,664.732,98.214,53.82,51868.043
2024-05-03 10:15:00,462,819,59729.183,36.4,588.712,696.323,101.47,56.3,56814.017
2024-05-03 10:20:00,462,819,58256.75,36.5,593.473,741.368,98.941,58.28,56435.413
2024-05-03 10:25:00,462,819,59248.033,36.6,605.474,807.692,99.343,59.68,56539.353
2024-05-03 10:30:00,462,819,60069.167,36.7,603.362,829.304,102.054,62.84,65037.343
2024-05-03 10:35:00,462,819,42766.548,36.8,639.152,824.009,69.55,63.98,32994.82
2024-05-03 10:40:00,462,819,55243.342,36.9,606.947,748.12,93.914,62.04,45520.5
2024-05-03 10:45:00,462,819,39631.092,37.0,619.914,709.322,66.875,60.14,52054.854
2024-05-03 10:50:00,462,819,60360.396,37.1,592.471,774.792,102.122,59.82,48512.333
2024-05-03 10:55:00,462,819,48755.703,37.2,618.369,828.541,82.07,61.18,50129.69
2024-05-03 11:00:00,462,819,64050.267,37.3,601.086,831.773,107.457,62.82,55124.253
2024-05-03 11:05:00,462,819,42042.967,37.308,629.743,841.265,70.628,62.78,42895.208
2024-05-03 11:10:00,462,819,46243.787,37.317,622.593,851.945,77.85,61.68,51125.267
2024-05-03 11:15:00,462,819,60222.189,37.325,606.26,826.784,101.319,62.3,54859.3
2024-05-03 11:20:00,462,819,63091.392,37.333,601.467,824.559,105.711,61.3,65750.45
2024-05-03 11:25:00,462,819,,37.342,,851.69,,62.733,
2024-05-03 11:30:00,462,819,0.0,37.35,677.42,834.178,0.0,64.56,0.0
2024-05-03 11:35:00,462,819,57155.83,37.358,595.257,839.51,98.967,64.12,11916.0
2024-05-03 11:40:00,462,819,38303.573,37.367,625.912,847.996,65.716,63.64,45958.333
2024-05-03 11:45:00,462,819,72618.183,37.375,572.399,839.428,126.872,63.38,69227.142
2024-05-03 11:50:00,462,819,72089.4,37.383,572.772,849.686,125.868,65.42,68660.817
2024-05-03 11:55:00,462,819,33547.908,37.392,639.694,878.775,55.288,65.6,23650.57
2024-05-03 12:00:00,462,819,52663.417,37.4,607.347,756.026,90.371,65.825,28277.219
2024-05-03 12:05:00,462,819,41819.722,37.358,622.251,760.46,69.695,64.06,48949.411
2024-05-03 12:10:00,462,819,26112.5,37.317,642.76,759.927,43.879,62.94,51851.834
2024-05-03 12:15:00,462,819,51319.925,37.275,613.536,859.1,85.307,63.6,49041.425
2024-05-03 12:20:00,462,819,69491.892,37.233,597.193,842.834,116.376,64.68,66216.353
2024-05-03 12:25:00,462,819,30991.68,37.192,643.454,838.694,50.79,67.26,20782.969
2024-05-03 12:30:00,462,819,63389.167,37.15,601.448,846.166,105.399,67.52,60304.367
2024-05-03 12:35:00,462,819,65620.813,37.108,598.879,794.727,109.589,67.72,62777.223
2024-05-03 12:40:00,462,819,60515.325,37.067,594.392,779.432,102.766,66.58,43641.558
2024-05-03 12:45:00,462,819,54214.986,37.025,597.894,800.817,92.474,66.48,51863.661
2024-05-03 12:50:00,462,819,25551.5,36.983,638.86,793.901,43.167,65.46,36157.75
2024-05-03 12:55:00,462,819,48510.983,36.942,608.501,783.266,82.488,64.52,31550.625
2024-05-03 13:00:00,462,819,66996.256,36.9,582.035,764.576,115.113,65.5,62755.507
2024-05-03 13:05:00,462,819,34336.625,36.892,633.53,763.059,56.462,64.6,34705.563
2024-05-03 13:10:00,462,819,65481.05,36.883,576.603,755.234,113.957,63.3,59405.056
2024-05-03 13:15:00,462,819,,36.875,,717.821,,64.067,
2024-05-03 13:20:00,462,819,5744.0,36.867,663.882,702.834,8.695,63.9,5478.625
2024-05-03 13:25:00,462,819,,36.858,,696.437,,64.82,
2024-05-03 13:30:00,462,819,27800.458,36.85,637.239,682.486,44.517,64.82,27679.031
2024-05-03 13:35:00,462,819,33610.75,36.842,630.995,675.583,54.286,64.76,25200.521
2024-05-03 13:40:00,462,819,35022.9,36.833,630.916,661.896,56.549,65.16,30187.813
2024-05-03 13:45:00,462,819,48013.303,36.825,615.534,664.472,78.008,64.4,45626.967
2024-05-03 13:50:00,462,819,35643.5,36.817,630.604,659.845,57.702,66.12,37150.183
2024-05-03 13:55:00,462,819,39855.97,36.808,624.619,654.27,64.416,66.64,40561.717
2024-05-03 14:00:00,462,819,40853.792,36.8,622.333,643.586,66.158,66.54,33105.903
2024-05-03 14:05:00,462,819,43030.385,36.783,620.227,527.97,69.686,66.36,44343.854
2024-05-03 14:10:00,462,819,31084.833,36.767,616.63,557.099,50.531,63.98,20053.5
2024-05-03 14:15:00,462,819,35420.267,36.75,625.324,562.004,57.212,63.0,38425.917
2024-05-03 14:20:00,462,819,42578.35,36.733,615.947,549.272,69.136,61.32,41190.207
2024-05-03 14:25:00,462,819,30125.55,36.717,633.291,531.482,48.683,59.86,37332.0
2024-05-03 14:30:00,462,819,41038.439,36.7,617.299,508.123,66.504,59.8,36503.925
2024-05-03 14:35:00,462,819,35065.18,36.683,623.362,485.229,56.682,59.08,27718.825
2024-05-03 14:40:00,462,819,29002.696,36.667,629.647,469.3,47.056,58.76,29541.93
2024-05-03 14:45:00,462,819,3868.3,36.65,666.998,354.997,5.826,56.76,4001.3
2024-05-03 14:50:00,462,819,6373.55,36.633,649.077,280.843,10.269,53.02,7148.01
2024-05-03 14:55:00,462,819,6020.7,36.617,654.501,399.904,9.69,52.82,5510.708
2024-05-03 15:00:00,462,819,1031.43,36.6,679.299,373.127,1.519,54.48,980.08
2024-05-03 15:05:00,462,819,1663.775,36.317,671.564,299.41,2.497,53.98,2763.065
2024-05-03 15:10:00,462,819,21156.133,36.033,618.877,273.197,34.489,52.18,21989.0
2024-05-03 15:15:00,462,819,20711.76,35.75,620.192,324.956,33.739,51.58,19261.1
2024-05-03 15:20:00,462,819,16465.273,35.467,643.989,296.942,26.605,51.58,15334.763
2024-05-03 15:25:00,462,819,1028.673,35.183,675.365,331.523,1.523,51.16,978.042
2024-05-03 15:30:00,462,819,3277.194,34.9,673.784,330.494,5.163,51.62,978.479
2024-05-03 15:35:00,462,819,19666.157,34.617,637.185,311.441,31.713,52.36,21811.656
2024-05-03 15:40:00,462,819,24098.599,34.333,620.09,281.465,39.347,52.02,22781.437
2024-05-03 15:45:00,462,819,1093.75,34.05,672.202,256.983,1.628,51.74,1031.073
2024-05-03 15:50:00,462,819,12104.533,33.767,638.704,236.66,19.67,51.24,9917.463
2024-05-03 15:55:00,462,819,14537.706,33.483,629.69,219.72,23.511,50.26,15841.828
2024-05-03 16:00:00,462,819,15860.178,33.2,622.94,195.781,25.637,48.22,17232.983
2024-05-03 16:05:00,462,819,15693.34,33.042,614.737,184.518,25.557,46.94,14276.183
2024-05-03 16:10:00,462,819,13120.05,32.883,622.44,172.281,21.27,46.4,14159.97
2024-05-03 16:15:00,462,819,12450.617,32.725,621.399,158.621,20.179,46.06,12546.123
2024-05-03 16:20:00,462,819,10430.61,32.567,624.813,148.241,16.903,45.62,11088.128
2024-05-03 16:25:00,462,819,1027.333,32.408,668.419,135.767,1.537,45.08,1111.85
2024-05-03 16:30:00,462,819,1027.871,32.25,665.35,124.641,1.545,44.28,976.172
2024-05-03 16:35:00,462,819,2453.625,32.092,653.842,114.142,3.914,43.12,2260.485
2024-05-03 16:40:00,462,819,1029.642,31.933,661.525,102.835,1.556,42.54,978.667
2024-05-03 16:45:00,462,819,1118.667,31.775,657.819,90.663,1.705,42.08,1061.473
2024-05-03 16:50:00,462,819,1028.95,31.617,653.898,78.705,1.574,41.38,978.28
2024-05-03 16:55:00,462,819,1028.9,31.458,649.823,67.931,1.583,40.8,978.075
2024-05-03 17:00:00,462,819,1028.658,31.3,645.596,58.773,1.593,40.2,978.31
2024-05-03 17:05:00,462,819,1028.767,31.067,641.915,50.996,1.603,39.7,977.013
2024-05-03 17:10:00,462,819,1029.893,30.833,638.283,43.093,1.614,39.24,976.493
2024-05-03 17:15:00,462,819,1028.063,30.6,633.789,33.681,1.622,38.84,976.083
2024-05-03 17:20:00,462,819,1026.042,30.367,624.277,28.181,1.644,38.46,972.0
2024-05-04 05:00:00,462,819,0.0,22.5,564.014,3.615,0.0,27.7,0.0
2024-05-04 05:05:00,462,819,,22.683,,5.105,,27.7,
2024-05-04 05:10:00,462,819,,22.867,,11.3,,27.78,
2024-05-04 05:15:00,462,819,293.475,23.05,621.446,16.308,0.474,28.02,247.06
2024-05-04 05:20:00,462,819,910.418,23.233,617.822,21.327,1.474,28.26,870.53
2024-05-04 05:25:00,462,819,1630.727,23.417,617.768,28.192,2.64,28.56,1569.825
2024-05-04 05:30:00,462,819,2662.6,23.6,617.215,36.269,4.315,28.96,2542.99
2024-05-04 05:35:00,462,819,3835.497,23.783,616.716,44.852,6.22,29.56,3656.663
2024-05-04 05:40:00,462,819,4942.107,23.967,616.678,50.672,8.014,30.16,4691.88
2024-05-04 05:45:00,462,819,5736.183,24.15,616.574,54.195,9.304,30.6,5461.362
2024-05-04 05:50:00,462,819,6273.95,24.333,618.571,56.621,10.143,31.04,5975.5
2024-05-04 05:55:00,462,819,6591.073,24.517,619.439,61.621,10.641,31.44,6279.53
2024-05-04 06:00:00,462,819,6734.092,24.7,624.51,66.323,10.784,31.66,6410.475
2024-05-04 06:05:00,462,819,6953.692,24.975,628.585,70.121,11.063,31.92,6627.453
2024-05-04 06:10:00,462,819,7149.75,25.25,629.45,79.011,11.359,32.4,6832.075
2024-05-04 06:15:00,462,819,7823.4,25.525,630.629,90.08,12.408,32.9,7463.056
2024-05-04 06:20:00,462,819,,25.8,,98.277,,33.45,
2024-05-04 06:25:00,462,819,,26.075,,,,,
2024-05-04 06:30:00,462,819,,26.35,,149.135,,34.375,3408.0
2024-05-04 06:35:00,462,819,13756.289,26.625,621.511,164.504,22.135,34.94,0.0
2024-05-04 06:40:00,462,819,14817.747,26.9,619.584,180.53,23.916,35.86,7452.0
2024-05-04 06:45:00,462,819,16074.544,27.175,618.582,202.865,25.987,37.44,15328.09
2024-05-04 06:50:00,462,819,17723.623,27.45,623.952,210.669,28.406,38.08,16904.533
2024-05-04 06:55:00,462,819,16525.3,27.725,631.562,235.379,26.486,38.58,16170.737
2024-05-04 07:00:00,462,819,18306.839,28.0,630.552,252.195,29.405,39.66,19198.233
2024-05-04 07:05:00,462,819,21668.6,28.333,626.306,280.763,34.597,40.32,20607.95
2024-05-04 07:10:00,462,819,23444.3,28.667,626.712,287.772,37.469,41.16,22722.35
2024-05-04 07:15:00,462,819,23778.083,29.0,622.587,311.834,38.295,40.82,21372.757
2024-05-04 07:20:00,462,819,26399.467,29.333,620.606,340.499,42.538,41.62,23960.333
2024-05-04 07:25:00,462,819,28725.65,29.667,624.642,363.293,45.986,42.4,27377.373
2024-05-04 07:30:00,462,819,26161.483,30.0,641.613,391.736,41.319,44.2,25394.128
